bubblesort/0_orig/BubbleSort.java_main,bubblesort/0_orig/BubbleSort.java_main,bubblesort/test_1_artifice_no_krakatau/BubbleSort.java_main,bubblesort/test_0_orig_no_krakatau/BubbleSort.java_main,bubblesort/test_0_orig_pg_krakatau/BubbleSort.java_main,bubblesort/test_1_artifice_pg_krakatau/BubbleSort.java_main,bubblesort/test_1_artifice_no_procyon/BubbleSort.java_main,bubblesort/test_0_orig_no_procyon/BubbleSort.java_main,bubblesort/test_0_orig_pg_procyon/BubbleSort.java_main,bubblesort/test_1_artifice_pg_procyon/BubbleSort.java_main,bubblesort/1_artifice/BubbleSort.java_main
guessword/test_1_artifice_no_procyon/GuessWord.java_main,guessword/test_1_artifice_no_procyon/GuessWord.java_main,guessword/test_0_orig_no_procyon/GuessWord.java_main,guessword/test_0_orig_pg_procyon/GuessWord.java_main,guessword/test_1_artifice_pg_procyon/GuessWord.java_main,guessword/0_orig/GuessWord.java_main,guessword/1_artifice/GuessWord.java_main,guessword/test_1_artifice_no_krakatau/GuessWord.java_main,guessword/test_0_orig_no_krakatau/GuessWord.java_main,guessword/test_0_orig_pg_krakatau/GuessWord.java_main,guessword/test_1_artifice_pg_krakatau/GuessWord.java_main
guessword/test_1_artifice_pg_krakatau/GuessWord.java_a,guessword/test_0_orig_no_krakatau/GuessWord.java_ReadWordsFromFile,guessword/test_0_orig_pg_krakatau/GuessWord.java_a,guessword/test_1_artifice_pg_krakatau/GuessWord.java_a,guessword/test_1_artifice_no_krakatau/GuessWord.java_m04,bubblesort/test_0_orig_pg_krakatau/BubbleSort.java_main,bubblesort/test_1_artifice_pg_krakatau/BubbleSort.java_main,railroadcar/test_0_orig_pg_krakatau/RailRoadCar.java_main,railroadcar/test_1_artifice_pg_krakatau/RailRoadCar.java_main,railroadcar/test_0_orig_no_krakatau/RailRoadCar.java_main,railroadcar/test_1_artifice_no_krakatau/RailRoadCar.java_main
guessword/test_1_artifice_pg_krakatau/GuessWord.java_a,InfixConverter/test_0_orig_no_krakatau/InfixConverter.java_ReadString,guessword/test_0_orig_no_krakatau/GuessWord.java_ReadString,guessword/test_1_artifice_pg_krakatau/GuessWord.java_a,guessword/test_1_artifice_no_krakatau/GuessWord.java_m14,guessword/test_0_orig_pg_krakatau/GuessWord.java_a,InfixConverter/test_1_artifice_no_krakatau/InfixConverter.java_m00,hanoi/test_0_orig_pg_krakatau/Main.java_main,hanoi/test_1_artifice_pg_krakatau/Main.java_main,railroadcar/test_0_orig_pg_krakatau/RailRoadCar.java_main,railroadcar/test_1_artifice_pg_krakatau/RailRoadCar.java_main
guessword/test_1_artifice_pg_krakatau/GuessWord.java_main,guessword/test_0_orig_pg_krakatau/GuessWord.java_main,guessword/test_1_artifice_pg_krakatau/GuessWord.java_main,guessword/test_0_orig_no_krakatau/GuessWord.java_main,guessword/test_1_artifice_no_krakatau/GuessWord.java_main,guessword/test_0_orig_pg_procyon/GuessWord.java_main,guessword/test_1_artifice_pg_procyon/GuessWord.java_main,guessword/test_0_orig_no_procyon/GuessWord.java_main,guessword/test_1_artifice_no_procyon/GuessWord.java_main,guessword/0_orig/GuessWord.java_main,guessword/1_artifice/GuessWord.java_main
guessword/test_1_artifice_pg_krakatau/GuessWord.java_GuessWord,guessword/test_1_artifice_pg_krakatau/GuessWord.java_GuessWord,SqrtAlgorithm/test_1_artifice_pg_krakatau/SqrtAlgorithm.java_SqrtAlgorithm,bubblesort/test_1_artifice_no_krakatau/BubbleSort.java_BubbleSort,bubblesort/test_1_artifice_pg_krakatau/BubbleSort.java_BubbleSort,guessword/test_0_orig_pg_krakatau/GuessWord.java_GuessWord,hanoi/test_1_artifice_pg_krakatau/Main.java_Main,InfixConverter/test_1_artifice_pg_krakatau/InfixConverter.java_InfixConverter,railroadcar/test_0_orig_pg_krakatau/RailRoadCar.java_RailRoadCar,railroadcar/test_1_artifice_no_krakatau/RailRoadCar.java_RailRoadCar,railroadcar/test_1_artifice_pg_krakatau/RailRoadCar.java_RailRoadCar
guessword/test_1_artifice_pg_procyon/GuessWord.java_a,guessword/test_1_artifice_pg_procyon/GuessWord.java_a,guessword/test_0_orig_pg_procyon/GuessWord.java_a,guessword/test_1_artifice_no_procyon/GuessWord.java_m04,guessword/test_0_orig_no_procyon/GuessWord.java_ReadWordsFromFile,bubblesort/test_1_artifice_no_procyon/BubbleSort.java_main,bubblesort/test_0_orig_no_procyon/BubbleSort.java_main,bubblesort/test_0_orig_pg_procyon/BubbleSort.java_main,bubblesort/test_1_artifice_pg_procyon/BubbleSort.java_main,guessword/0_orig/GuessWord.java_ReadWordsFromFile,guessword/1_artifice/GuessWord.java_m04
guessword/test_1_artifice_pg_procyon/GuessWord.java_a,guessword/test_0_orig_no_procyon/GuessWord.java_ReadString,InfixConverter/test_1_artifice_no_procyon/InfixConverter.java_m00,guessword/test_0_orig_pg_procyon/GuessWord.java_a,guessword/test_1_artifice_no_procyon/GuessWord.java_m14,guessword/test_1_artifice_pg_procyon/GuessWord.java_a,InfixConverter/test_0_orig_no_procyon/InfixConverter.java_ReadString,InfixConverter/test_0_orig_no_procyon/InfixConverter.java_ReadInteger,InfixConverter/test_1_artifice_no_procyon/InfixConverter.java_m10,kaprekar/test_1_artifice_pg_procyon/Kaprekar_Transformation.java_a,kaprekar/test_1_artifice_no_procyon/Kaprekar_Transformation.java_m01
guessword/test_1_artifice_pg_procyon/GuessWord.java_main,guessword/test_0_orig_pg_procyon/GuessWord.java_main,guessword/test_1_artifice_pg_procyon/GuessWord.java_main,guessword/test_0_orig_no_procyon/GuessWord.java_main,guessword/test_1_artifice_no_procyon/GuessWord.java_main,guessword/0_orig/GuessWord.java_main,guessword/test_0_orig_pg_krakatau/GuessWord.java_main,guessword/test_1_artifice_pg_krakatau/GuessWord.java_main,guessword/test_0_orig_no_krakatau/GuessWord.java_main,guessword/test_1_artifice_no_krakatau/GuessWord.java_main,guessword/1_artifice/GuessWord.java_main
hanoi/0_orig/Main.java_Solve2DiscsTOH,hanoi/0_orig/Main.java_Solve2DiscsTOH,hanoi/0_orig/Main.java_SolveTOH,hanoi/test_0_orig_no_procyon/Main.java_Solve2DiscsTOH,hanoi/test_0_orig_no_procyon/Main.java_SolveTOH,hanoi/test_0_orig_no_krakatau/Main.java_Solve2DiscsTOH,hanoi/test_0_orig_no_krakatau/Main.java_main,hanoi/test_0_orig_no_krakatau/Main.java_SolveTOH,hanoi/test_0_orig_no_procyon/Main.java_main,hanoi/0_orig/Main.java_main,hanoi/test_1_artifice_no_procyon/Main.java_m00
hanoi/0_orig/Main.java_SolveTOH,hanoi/0_orig/Main.java_SolveTOH,hanoi/test_0_orig_no_procyon/Main.java_SolveTOH,hanoi/test_0_orig_no_krakatau/Main.java_SolveTOH,hanoi/0_orig/Main.java_Solve2DiscsTOH,hanoi/test_0_orig_no_krakatau/Main.java_main,hanoi/0_orig/Main.java_main,hanoi/test_0_orig_no_procyon/Main.java_main,hanoi/test_1_artifice_no_procyon/Main.java_m10,hanoi/test_1_artifice_pg_procyon/Main.java_a,hanoi/test_0_orig_pg_procyon/Main.java_a
hanoi/0_orig/Main.java_PrintStacks,hanoi/0_orig/Main.java_PrintStacks,hanoi/test_0_orig_no_procyon/Main.java_PrintStacks,hanoi/test_1_artifice_no_procyon/Main.java_m20,hanoi/test_1_artifice_pg_procyon/Main.java_a,hanoi/test_0_orig_pg_procyon/Main.java_a,hanoi/1_artifice/Main.java_m20,hanoi/test_0_orig_no_krakatau/Main.java_PrintStacks,hanoi/test_1_artifice_no_krakatau/Main.java_m20,hanoi/test_1_artifice_pg_krakatau/Main.java_a,hanoi/test_0_orig_pg_krakatau/Main.java_a
hanoi/0_orig/Main.java_PrintStack,hanoi/0_orig/Main.java_PrintStack,guessword/test_0_orig_no_krakatau/GuessWord.java_main,guessword/test_1_artifice_no_krakatau/GuessWord.java_main,guessword/test_0_orig_pg_krakatau/GuessWord.java_main,guessword/test_1_artifice_pg_krakatau/GuessWord.java_main,hanoi/test_1_artifice_no_krakatau/Main.java_main,hanoi/test_0_orig_no_krakatau/Main.java_main,hanoi/test_0_orig_pg_krakatau/Main.java_main,hanoi/test_1_artifice_pg_krakatau/Main.java_main,hanoi/test_1_artifice_no_procyon/Main.java_m30
hanoi/0_orig/Main.java_main,hanoi/0_orig/Main.java_main,hanoi/test_0_orig_no_procyon/Main.java_main,hanoi/test_0_orig_no_krakatau/Main.java_main,hanoi/test_0_orig_pg_procyon/Main.java_main,hanoi/test_1_artifice_pg_procyon/Main.java_main,hanoi/test_1_artifice_no_procyon/Main.java_main,hanoi/1_artifice/Main.java_main,hanoi/test_1_artifice_no_krakatau/Main.java_main,hanoi/test_0_orig_pg_krakatau/Main.java_main,hanoi/test_1_artifice_pg_krakatau/Main.java_main
hanoi/1_artifice/Main.java_m00,hanoi/1_artifice/Main.java_m00,hanoi/test_1_artifice_no_krakatau/Main.java_m00,hanoi/test_1_artifice_no_krakatau/Main.java_m10,hanoi/1_artifice/Main.java_m10,hanoi/1_artifice/Main.java_main,hanoi/test_1_artifice_no_procyon/Main.java_main,hanoi/test_1_artifice_no_krakatau/Main.java_main,queens/test_1_artifice_no_krakatau/EightQueens.java_m10,queens/1_artifice/EightQueens.java_m10,queens/test_1_artifice_no_procyon/EightQueens.java_m10
hanoi/1_artifice/Main.java_m10,hanoi/1_artifice/Main.java_m10,kaprekar/1_artifice/Kaprekar_Transformation.java_m11,railroadcar/1_artifice/RailRoadCar.java_m03,guessword/1_artifice/GuessWord.java_m04,SqrtAlgorithm/1_artifice/SqrtAlgorithm.java_m00,queens/1_artifice/EightQueens.java_m10,bubblesort/1_artifice/BubbleSort.java_main,hanoi/test_1_artifice_no_krakatau/Main.java_m10,square/1_artifice/MagicSquare.java_m00,hanoi/1_artifice/Main.java_main
hanoi/1_artifice/Main.java_m20,hanoi/1_artifice/Main.java_m20,hanoi/test_1_artifice_no_procyon/Main.java_m20,hanoi/test_1_artifice_no_krakatau/Main.java_m20,hanoi/test_0_orig_no_procyon/Main.java_PrintStacks,hanoi/0_orig/Main.java_PrintStacks,hanoi/test_1_artifice_pg_procyon/Main.java_a,hanoi/test_0_orig_pg_procyon/Main.java_a,hanoi/test_0_orig_no_krakatau/Main.java_PrintStacks,hanoi/test_1_artifice_pg_krakatau/Main.java_a,hanoi/test_0_orig_pg_krakatau/Main.java_a
hanoi/1_artifice/Main.java_m30,hanoi/1_artifice/Main.java_m30,railroadcar/1_artifice/RailRoadCar.java_m03,queens/1_artifice/EightQueens.java_m30,bubblesort/1_artifice/BubbleSort.java_main,hanoi/test_1_artifice_no_procyon/Main.java_m30,hanoi/test_0_orig_pg_procyon/Main.java_a,hanoi/test_1_artifice_pg_krakatau/Main.java_a,hanoi/test_1_artifice_pg_procyon/Main.java_a,hanoi/0_orig/Main.java_PrintStack,hanoi/test_0_orig_no_procyon/Main.java_PrintStack
hanoi/1_artifice/Main.java_main,hanoi/1_artifice/Main.java_main,hanoi/test_1_artifice_no_procyon/Main.java_main,hanoi/test_1_artifice_no_krakatau/Main.java_main,railroadcar/1_artifice/RailRoadCar.java_main,hanoi/0_orig/Main.java_main,hanoi/test_0_orig_no_procyon/Main.java_main,hanoi/test_0_orig_pg_procyon/Main.java_main,hanoi/test_1_artifice_pg_procyon/Main.java_main,hanoi/test_0_orig_no_krakatau/Main.java_main,guessword/1_artifice/GuessWord.java_main
hanoi/test_0_orig_no_krakatau/Main.java_Solve2DiscsTOH,hanoi/test_0_orig_no_krakatau/Main.java_Solve2DiscsTOH,hanoi/test_0_orig_no_krakatau/Main.java_SolveTOH,hanoi/test_0_orig_no_procyon/Main.java_main,hanoi/test_0_orig_pg_krakatau/Main.java_a,hanoi/test_1_artifice_pg_krakatau/Main.java_a,hanoi/test_0_orig_no_krakatau/Main.java_main,hanoi/test_1_artifice_no_krakatau/Main.java_m00,hanoi/test_1_artifice_pg_krakatau/Main.java_a,hanoi/test_0_orig_pg_krakatau/Main.java_a,hanoi/test_1_artifice_no_krakatau/Main.java_m10
hanoi/test_0_orig_no_krakatau/Main.java_SolveTOH,hanoi/test_0_orig_no_krakatau/Main.java_SolveTOH,hanoi/test_1_artifice_pg_krakatau/Main.java_a,hanoi/test_0_orig_pg_krakatau/Main.java_a,hanoi/test_1_artifice_no_krakatau/Main.java_m10,hanoi/test_0_orig_no_krakatau/Main.java_main,hanoi/test_0_orig_no_procyon/Main.java_main,hanoi/test_0_orig_pg_krakatau/Main.java_main,hanoi/test_1_artifice_pg_krakatau/Main.java_main,hanoi/test_0_orig_no_krakatau/Main.java_Solve2DiscsTOH,hanoi/test_0_orig_no_procyon/Main.java_SolveTOH
hanoi/test_0_orig_no_krakatau/Main.java_PrintStacks,hanoi/test_0_orig_no_krakatau/Main.java_PrintStacks,hanoi/test_1_artifice_no_krakatau/Main.java_m20,hanoi/test_1_artifice_pg_krakatau/Main.java_a,hanoi/test_0_orig_pg_krakatau/Main.java_a,hanoi/test_0_orig_no_procyon/Main.java_PrintStacks,hanoi/0_orig/Main.java_PrintStacks,hanoi/test_0_orig_no_krakatau/Main.java_main,hanoi/test_1_artifice_no_procyon/Main.java_m20,hanoi/test_1_artifice_pg_procyon/Main.java_a,hanoi/test_0_orig_pg_procyon/Main.java_a
hanoi/test_0_orig_no_krakatau/Main.java_PrintStack,hanoi/test_0_orig_no_krakatau/Main.java_PrintStack,hanoi/test_1_artifice_no_krakatau/Main.java_m30,railroadcar/test_0_orig_no_krakatau/RailRoadCar.java_Rearrange,railroadcar/test_1_artifice_no_krakatau/RailRoadCar.java_m03,railroadcar/test_0_orig_pg_krakatau/RailRoadCar.java_a,railroadcar/test_1_artifice_pg_krakatau/RailRoadCar.java_a,hanoi/test_1_artifice_pg_krakatau/Main.java_a,hanoi/test_0_orig_pg_krakatau/Main.java_a,bubblesort/test_1_artifice_no_krakatau/BubbleSort.java_main,bubblesort/test_0_orig_no_krakatau/BubbleSort.java_main
hanoi/test_0_orig_no_krakatau/Main.java_main,hanoi/test_0_orig_no_krakatau/Main.java_main,hanoi/test_1_artifice_no_krakatau/Main.java_main,hanoi/test_0_orig_pg_krakatau/Main.java_main,hanoi/test_1_artifice_pg_krakatau/Main.java_main,hanoi/test_0_orig_no_procyon/Main.java_main,hanoi/0_orig/Main.java_main,hanoi/test_0_orig_pg_procyon/Main.java_main,hanoi/test_1_artifice_pg_procyon/Main.java_main,hanoi/test_1_artifice_no_procyon/Main.java_main,hanoi/test_0_orig_no_krakatau/Main.java_PrintStacks
hanoi/test_0_orig_no_krakatau/Main.java_Main,guessword/test_1_artifice_pg_krakatau/GuessWord.java_GuessWord,SqrtAlgorithm/test_1_artifice_pg_krakatau/SqrtAlgorithm.java_SqrtAlgorithm,bubblesort/test_1_artifice_no_krakatau/BubbleSort.java_BubbleSort,bubblesort/test_1_artifice_pg_krakatau/BubbleSort.java_BubbleSort,guessword/test_0_orig_pg_krakatau/GuessWord.java_GuessWord,hanoi/test_1_artifice_pg_krakatau/Main.java_Main,InfixConverter/test_1_artifice_pg_krakatau/InfixConverter.java_InfixConverter,railroadcar/test_0_orig_pg_krakatau/RailRoadCar.java_RailRoadCar,railroadcar/test_1_artifice_no_krakatau/RailRoadCar.java_RailRoadCar,railroadcar/test_1_artifice_pg_krakatau/RailRoadCar.java_RailRoadCar
hanoi/test_0_orig_no_procyon/Main.java_Solve2DiscsTOH,hanoi/test_0_orig_no_procyon/Main.java_Solve2DiscsTOH,hanoi/test_0_orig_no_procyon/Main.java_SolveTOH,hanoi/test_1_artifice_no_procyon/Main.java_m00,hanoi/test_1_artifice_pg_procyon/Main.java_a,hanoi/test_0_orig_pg_procyon/Main.java_a,hanoi/test_1_artifice_no_procyon/Main.java_m10,hanoi/test_1_artifice_pg_procyon/Main.java_a,hanoi/test_0_orig_pg_procyon/Main.java_a,hanoi/test_0_orig_no_krakatau/Main.java_Solve2DiscsTOH,hanoi/test_0_orig_no_krakatau/Main.java_SolveTOH
hanoi/test_0_orig_no_procyon/Main.java_SolveTOH,hanoi/test_0_orig_no_procyon/Main.java_SolveTOH,hanoi/test_1_artifice_no_procyon/Main.java_m10,hanoi/test_1_artifice_pg_procyon/Main.java_a,hanoi/test_0_orig_pg_procyon/Main.java_a,hanoi/test_0_orig_no_krakatau/Main.java_SolveTOH,hanoi/0_orig/Main.java_SolveTOH,hanoi/test_0_orig_no_procyon/Main.java_Solve2DiscsTOH,InfixConverter/test_1_artifice_pg_procyon/InfixConverter.java_a,InfixConverter/test_0_orig_pg_procyon/InfixConverter.java_a,InfixConverter/test_0_orig_no_procyon/InfixConverter.java_InfixToPostfixConvert
hanoi/test_0_orig_no_procyon/Main.java_PrintStacks,hanoi/test_0_orig_no_procyon/Main.java_PrintStacks,hanoi/test_1_artifice_no_procyon/Main.java_m20,hanoi/test_1_artifice_pg_procyon/Main.java_a,hanoi/test_0_orig_pg_procyon/Main.java_a,hanoi/test_0_orig_no_krakatau/Main.java_PrintStacks,hanoi/0_orig/Main.java_PrintStacks,hanoi/test_1_artifice_no_krakatau/Main.java_m20,hanoi/test_1_artifice_pg_krakatau/Main.java_a,hanoi/test_0_orig_pg_krakatau/Main.java_a,hanoi/test_0_orig_no_procyon/Main.java_main
hanoi/test_0_orig_no_procyon/Main.java_PrintStack,hanoi/test_1_artifice_no_procyon/Main.java_m30,hanoi/test_0_orig_pg_procyon/Main.java_a,hanoi/test_1_artifice_pg_procyon/Main.java_a,hanoi/test_0_orig_no_procyon/Main.java_PrintStack,hanoi/test_1_artifice_pg_krakatau/Main.java_a,hanoi/0_orig/Main.java_PrintStack,hanoi/test_0_orig_pg_krakatau/Main.java_a,hanoi/1_artifice/Main.java_m30,hanoi/test_0_orig_no_krakatau/Main.java_PrintStack,hanoi/test_1_artifice_no_krakatau/Main.java_m30
hanoi/test_0_orig_no_procyon/Main.java_main,hanoi/test_0_orig_no_procyon/Main.java_main,hanoi/test_1_artifice_no_procyon/Main.java_main,hanoi/test_0_orig_pg_procyon/Main.java_main,hanoi/test_1_artifice_pg_procyon/Main.java_main,hanoi/test_0_orig_no_krakatau/Main.java_main,hanoi/0_orig/Main.java_main,hanoi/test_1_artifice_no_krakatau/Main.java_main,hanoi/test_0_orig_pg_krakatau/Main.java_main,hanoi/test_1_artifice_pg_krakatau/Main.java_main,hanoi/test_0_orig_no_procyon/Main.java_PrintStacks
hanoi/test_0_orig_pg_krakatau/Main.java_a,hanoi/test_0_orig_pg_krakatau/Main.java_a,hanoi/test_1_artifice_pg_krakatau/Main.java_a,hanoi/test_1_artifice_pg_krakatau/Main.java_a,hanoi/test_0_orig_pg_krakatau/Main.java_a,hanoi/test_1_artifice_no_krakatau/Main.java_m00,hanoi/test_0_orig_no_krakatau/Main.java_Solve2DiscsTOH,hanoi/test_0_orig_no_krakatau/Main.java_SolveTOH,hanoi/test_1_artifice_no_krakatau/Main.java_m10,hanoi/test_0_orig_pg_procyon/Main.java_main,hanoi/test_1_artif
