t1NgramSize,t2NgramSize,t3NgramSize,QRPercentileOrig,QRPercentileT1,QRPercentileT2,QRPercentileT3,map
16,24,4,8,8,8,8,0.984974161
16,24,4,10,10,10,10,0.984901008
16,24,8,2,2,2,2,0.924497654
16,24,8,4,4,4,4,0.984595583
16,24,8,6,6,6,6,0.984798477
16,24,8,8,8,8,8,0.985080468
16,24,8,10,10,10,10,0.984994609
16,24,12,2,2,2,2,0.924299673
16,24,12,4,4,4,4,0.984801991
16,24,12,6,6,6,6,0.984844521
16,24,12,8,8,8,8,0.985251426
16,24,12,10,10,10,10,0.98526741
16,24,16,2,2,2,2,0.92437224
16,24,16,4,4,4,4,0.985024007
16,24,16,6,6,6,6,0.984974542
16,24,16,8,8,8,8,0.985438694
16,24,16,10,10,10,10,0.985400381
16,24,20,2,2,2,2,0.925253041
16,24,20,4,4,4,4,0.985118089
16,24,20,6,6,6,6,0.985095592
16,24,20,8,8,8,8,0.985557506
16,24,20,10,10,10,10,0.985541753
16,24,24,2,2,2,2,0.926758135
16,24,24,4,4,4,4,0.985230613
16,24,24,6,6,6,6,0.985144238
16,24,24,8,8,8,8,0.985557506
16,24,24,10,10,10,10,0.985541753
20,4,4,2,2,2,2,0.92774873
20,4,4,4,4,4,4,0.986007018
20,4,4,6,6,6,6,0.989075224
20,4,4,8,8,8,8,0.992224452
20,4,4,10,10,10,10,0.992672758
20,4,8,2,2,2,2,0.928722954
20,4,8,4,4,4,4,0.98878095
20,4,8,6,6,6,6,0.990948068
20,4,8,8,8,8,8,0.992457181
20,4,8,10,10,10,10,0.992753623
20,4,12,2,2,2,2,0.935395095
20,4,12,4,4,4,4,0.98971347
20,4,12,6,6,6,6,0.992812284
20,4,12,8,8,8,8,0.993464458
20,4,12,10,10,10,10,0.993309179
20,4,16,2,2,2,2,0.936618671
20,4,16,4,4,4,4,0.99168392
20,4,16,6,6,6,6,0.993245881
20,4,16,8,8,8,8,0.994299517
20,4,16,10,10,10,10,0.992874396
20,4,20,2,2,2,2,0.937133417
20,4,20,4,4,4,4,0.99150223
20,4,20,6,6,6,6,0.991699987
20,4,20,8,8,8,8,0.99326087
20,4,20,10,10,10,10,0.992971015
20,4,24,2,2,2,2,0.938582283
20,4,24,4,4,4,4,0.991169555
20,4,24,6,6,6,6,0.990968944
20,4,24,8,8,8,8,0.99242236
20,4,24,10,10,10,10,0.991925466
20,8,4,2,2,2,2,0.924812404
20,8,4,4,4,4,4,0.987044739
20,8,4,6,6,6,6,0.987562112
20,8,4,8,8,8,8,0.989597693
20,8,4,10,10,10,10,0.991301211
20,8,8,2,2,2,2,0.928164198
20,8,8,4,4,4,4,0.988142502
20,8,8,6,6,6,6,0.990540603
20,8,8,8,8,8,8,0.991380262
20,8,8,10,10,10,10,0.991935818
20,8,12,2,2,2,2,0.931437991
20,8,12,4,4,4,4,0.988868997
20,8,12,6,6,6,6,0.991058201
20,8,12,8,8,8,8,0.993777197
20,8,12,10,10,10,10,0.993501144
20,8,16,2,2,2,2,0.933918486
20,8,16,4,4,4,4,0.991064572
20,8,16,6,6,6,6,0.991498936
20,8,16,8,8,8,8,0.993090062
20,8,16,10,10,10,10,0.992391304
20,8,20,2,2,2,2,0.935852144
20,8,20,4,4,4,4,0.991361859
20,8,20,6,6,6,6,0.991494448
20,8,20,8,8,8,8,0.992280883
20,8,20,10,10,10,10,0.992232043
20,8,24,2,2,2,2,0.938269892
20,8,24,4,4,4,4,0.991449275
20,8,24,6,6,6,6,0.991057252
20,8,24,8,8,8,8,0.992106625
20,8,24,10,10,10,10,0.992046239
20,12,4,2,2,2,2,0.923197877
20,12,4,4,4,4,4,0.985853732
20,12,4,6,6,6,6,0.985610719
20,12,4,8,8,8,8,0.989187684
20,12,4,10,10,10,10,0.989194111
20,12,8,2,2,2,2,0.925724608
20,12,8,4,4,4,4,0.988381256
20,12,8,6,6,6,6,0.98869311
20,12,8,8,8,8,8,0.989442502
20,12,8,10,10,10,10,0.98963078
20,12,12,2,2,2,2,0.927194928
20,12,12,4,4,4,4,0.989189377
20,12,12,6,6,6,6,0.988960081
20,12,12,8,8,8,8,0.99181677
20,12,12,10,10,10,10,0.991671312
20,12,16,2,2,2,2,0.928757093
20,12,16,4,4,4,4,0.989955717
20,12,16,6,6,6,6,0.990649004
20,12,16,8,8,8,8,0.99199793
20,12,16,10,10,10,10,0.991859373
20,12,20,2,2,2,2,0.931040554
20,12,20,4,4,4,4,0.991284838
20,12,20,6,6,6,6,0.990740741
20,12,20,8,8,8,8,0.991859373
20,12,20,10,10,10,10,0.992011732
20,12,24,2,2,2,2,0.934096831
20,12,24,4,4,4,4,0.991373023
20,12,24,6,6,6,6,0.990531401
20,12,24,8,8,8,8,0.991811594
20,12,24,10,10,10,10,0.991955991
20,16,4,2,2,2,2,0.923441669
20,16,4,4,4,4,4,0.985611768
20,16,4,6,6,6,6,0.985408863
20,16,4,8,8,8,8,0.987133202
20,16,4,10,10,10,10,0.987338022
20,16,8,2,2,2,2,0.926462114
20,16,8,4,4,4,4,0.986774327
20,16,8,6,6,6,6,0.988357223
20,16,8,8,8,8,8,0.988715242
20,16,8,10,10,10,10,0.989013925
20,16,12,2,2,2,2,0.926743906
20,16,12,4,4,4,4,0.987163561
20,16,12,6,6,6,6,0.988508708
20,16,12,8,8,8,8,0.989158852
20,16,12,10,10,10,10,0.989339465
20,16,16,2,2,2,2,0.927685148
20,16,16,4,4,4,4,0.987544623
20,16,16,6,6,6,6,0.988590931
20,16,16,8,8,8,8,0.989357563
20,16,16,10,10,10,10,0.989576366
20,16,20,2,2,2,2,0.928589035
20,16,20,4,4,4,4,0.987714098
20,16,20,6,6,6,6,0.988646072
20,16,20,8,8,8,8,0.989695812
20,16,20,10,10,10,10,0.989799331
20,16,24,2,2,2,2,0.930943442
20,16,24,4,4,4,4,0.987860797
20,16,24,6,6,6,6,0.988591043
20,16,24,8,8,8,8,0.989472364
20,16,24,10,10,10,10,0.989654935
20,20,4,2,2,2,2,0.923043374
20,20,4,4,4,4,4,0.985123672
20,20,4,6,6,6,6,0.985104752
20,20,4,8,8,8,8,0.986870256
20,20,4,10,10,10,10,0.986802228
20,20,8,2,2,2,2,0.924764261
20,20,8,4,4,4,4,0.986387164
20,20,8,6,6,6,6,0.986601477
20,20,8,8,8,8,8,0.986976536
20,20,8,10,10,10,10,0.98695111
20,20,12,2,2,2,2,0.924659058
20,20,12,4,4,4,4,0.986675692
20,20,12,6,6,6,6,0.986749889
20,20,12,8,8,8,8,0.987189678
20,20,12,10,10,10,10,0.987244531
20,20,16,2,2,2,2,0.925017893
20,20,16,4,4,4,4,0.986856324
20,20,16,6,6,6,6,0.986942901
20,20,16,8,8,8,8,0.98729066
20,20,16,10,10,10,10,0.987319078
20,20,20,2,2,2,2,0.926844765
20,20,20,4,4,4,4,0.987114364
20,20,20,6,6,6,6,0.986997109
20,20,20,8,8,8,8,0.987454533
20,20,20,10,10,10,10,0.987490765
20,20,24,2,2,2,2,0.929256287
20,20,24,4,4,4,4,0.987260493
20,20,24,6,6,6,6,0.987053819
20,20,24,8,8,8,8,0.987406224
20,20,24,10,10,10,10,0.987406224
20,24,4,2,2,2,2,0.923259663
20,24,4,4,4,4,4,0.984644802
20,24,4,6,6,6,6,0.98397898
20,24,4,8,8,8,8,0.984974161
20,24,4,10,10,10,10,0.984901008
20,24,8,2,2,2,2,0.924497654
20,24,8,4,4,4,4,0.984595583
20,24,8,6,6,6,6,0.984798477
20,24,8,8,8,8,8,0.985080468
20,24,8,10,10,10,10,0.984994609
20,24,12,2,2,2,2,0.924299673
20,24,12,4,4,4,4,0.984801991
20,24,12,6,6,6,6,0.984844521
20,24,12,8,8,8,8,0.985251426
20,24,12,10,10,10,10,0.98526741
20,24,16,2,2,2,2,0.92437224
20,24,16,4,4,4,4,0.985024007
20,24,16,6,6,6,6,0.984974542
20,24,16,8,8,8,8,0.985438694
20,24,16,10,10,10,10,0.985400381
20,24,20,2,2,2,2,0.925253041
20,24,20,4,4,4,4,0.985118089
20,24,20,6,6,6,6,0.985095592
20,24,20,8,8,8,8,0.985557506
20,24,20,10,10,10,10,0.985541753
20,24,24,2,2,2,2,0.926758135
20,24,24,4,4,4,4,0.985230613
20,24,24,6,6,6,6,0.985144238
20,24,24,8,8,8,8,0.985557506
20,24,24,10,10,10,10,0.985541753
24,4,4,2,2,2,2,0.92774873
24,4,4,4,4,4,4,0.986007018
24,4,4,6,6,6,6,0.989075224
24,4,4,8,8,8,8,0.992224452
24,4,4,10,10,10,10,0.992672758
24,4,8,2,2,2,2,0.928722954
24,4,8,4,4,4,4,0.98878095
24,4,8,6,6,6,6,0.990948068
24,4,8,8,8,8,8,0.992457181
24,4,8,10,10,10,10,0.992753623
24,4,12,2,2,2,2,0.935395095
24,4,12,4,4,4,4,0.98971347
24,4,12,6,6,6,6,0.992812284
24,4,12,8,8,8,8,0.993464458
24,4,12,10,10,10,10,0.993309179
24,4,16,2,2,2,2,0.936618671
24,4,16,4,4,4,4,0.99168392
24,4,16,6,6,6,6,0.993245881
24,4,16,8,8,8,8,0.994299517
24,4,16,10,10,10,10,0.992874396
24,4,20,2,2,2,2,0.937133417
24,4,20,4,4,4,4,0.99150223
24,4,20,6,6,6,6,0.991699987
24,4,20,8,8,8,8,0.99326087
24,4,20,10,10,10,10,0.992971015
24,4,24,2,2,2,2,0.938582283
24,4,24,4,4,4,4,0.991169555
24,4,24,6,6,6,6,0.990968944
24,4,24,8,8,8,8,0.99242236
24,4,24,10,10,10,10,0.991925466
24,8,4,2,2,2,2,0.924812404
24,8,4,4,4,4,4,0.987044739
24,8,4,6,6,6,6,0.987562112
24,8,4,8,8,8,8,0.989597693
24,8,4,10,10,10,10,0.991301211
24,8,8,2,2,2,2,0.928164198
24,8,8,4,4,4,4,0.988142502
24,8,8,6,6,6,6,0.990540603
24,8,8,8,8,8,8,0.991380262
24,8,8,10,10,10,10,0.991935818
24,8,12,2,2,2,2,0.931437991
24,8,12,4,4,4,4,0.988868997
24,8,12,6,6,6,6,0.991058201
24,8,12,8,8,8,8,0.993777197
24,8,12,10,10,10,10,0.993501144
24,8,16,2,2,2,2,0.933918486
24,8,16,4,4,4,4,0.991064572
24,8,16,6,6,6,6,0.991498936
24,8,16,8,8,8,8,0.993090062
24,8,16,10,10,10,10,0.992391304
24,8,20,2,2,2,2,0.935852144
24,8,20,4,4,4,4,0.991361859
24,8,20,6,6,6,6,0.991494448
24,8,20,8,8,8,8,0.992280883
24,8,20,10,10,10,10,0.992232043
24,8,24,2,2,2,2,0.938269892
24,8,24,4,4,4,4,0.991449275
24,8,24,6,6,6,6,0.991057252
24,8,24,8,8,8,8,0.992106625
24,8,24,10,10,10,10,0.992046239
24,12,4,2,2,2,2,0.923197877
24,12,4,4,4,4,4,0.985853732
24,12,4,6,6,6,6,0.985610719
24,12,4,8,8,8,8,0.989187684
24,12,4,10,10,10,10,0.989194111
24,12,8,2,2,2,2,0.925724608
24,12,8,4,4,4,4,0.988381256
24,12,8,6,6,6,6,0.98869311
24,12,8,8,8,8,8,0.989442502
24,12,8,10,10,10,10,0.98963078
24,12,12,2,2,2,2,0.927194928
24,12,12,4,4,4,4,0.989189377
24,12,12,6,6,6,6,0.988960081
24,12,12,8,8,8,8,0.99181677
24,12,12,10,10,10,10,0.991671312
24,12,16,2,2,2,2,0.928757093
24,12,16,4,4,4,4,0.989955717
24,12,16,6,6,6,6,0.990649004
24,12,16,8,8,8,8,0.99199793
24,12,16,10,10,10,10,0.991859373
24,12,20,2,2,2,2,0.931040554
24,12,20,4,4,4,4,0.991284838
24,12,20,6,6,6,6,0.990740741
24,12,20,8,8,8,8,0.991859373
24,12,20,10,10,10,10,0.992011732
24,12,24,2,2,2,2,0.934096831
24,12,24,4,4,4,4,0.991373023
24,12,24,6,6,6,6,0.990531401
24,12,24,8,8,8,8,0.991811594
24,12,24,10,10,10,10,0.991955991
24,16,4,2,2,2,2,0.923441669
24,16,4,4,4,4,4,0.985611768
24,16,4,6,6,6,6,0.985408863
24,16,4,8,8,8,8,0.987133202
24,16,4,10,10,10,10,0.987338022
24,16,8,2,2,2,2,0.926462114
24,16,8,4,4,4,4,0.986774327
24,16,8,6,6,6,6,0.988357223
24,16,8,8,8,8,8,0.988715242
24,16,8,10,10,10,10,0.989013925
24,16,12,2,2,2,2,0.926743906
24,16,12,4,4,4,4,0.987163561
24,16,12,6,6,6,6,0.988508708
24,16,12,8,8,8,8,0.989158852
24,16,12,10,10,10,10,0.989339465
24,16,16,2,2,2,2,0.927685148
24,16,16,4,4,4,4,0.987544623
24,16,16,6,6,6,6,0.988590931
24,16,16,8,8,8,8,0.989357563
24,16,16,10,10,10,10,0.989576366
24,16,20,2,2,2,2,0.928589035
24,16,20,4,4,4,4,0.987714098
24,16,20,6,6,6,6,0.988646072
24,16,20,8,8,8,8,0.989695812
24,16,20,10,10,10,10,0.989799331
24,16,24,2,2,2,2,0.930943442
24,16,24,4,4,4,4,0.987860797
24,16,24,6,6,6,6,0.988591043
24,16,24,8,8,8,8,0.989472364
24,16,24,10,10,10,10,0.989654935
24,20,4,2,2,2,2,0.923043374
24,20,4,4,4,4,4,0.985123672
24,20,4,6,6,6,6,0.985104752
24,20,4,8,8,8,8,0.986870256
24,20,4,10,10,10,10,0.986802228
24,20,8,2,2,2,2,0.924764261
24,20,8,4,4,4,4,0.986387164
24,20,8,6,6,6,6,0.986601477
24,20,8,8,8,8,8,0.986976536
24,20,8,10,10,10,10,0.98695111
24,20,12,2,2,2,2,0.924659058
24,20,12,4,4,4,4,0.986675692
24,20,12,6,6,6,6,0.986749889
24,20,12,8,8,8,8,0.987189678
24,20,12,10,10,10,10,0.987244531
24,20,16,2,2,2,2,0.925017893
24,20,16,4,4,4,4,0.986856324
24,20,16,6,6,6,6,0.986942901
24,20,16,8,8,8,8,0.98729066
24,20,16,10,10,10,10,0.987319078
24,20,20,2,2,2,2,0.926844765
24,20,20,4,4,4,4,0.987114364
24,20,20,6,6,6,6,0.986997109
24,20,20,8,8,8,8,0.987454533
24,20,20,10,10,10,10,0.987490765
24,20,24,2,2,2,2,0.929256287
24,20,24,4,4,4,4,0.987260493
24,20,24,6,6,6,6,0.987053819
24,20,24,8,8,8,8,0.987406224
24,20,24,10,10,10,10,0.987406224
24,24,4,2,2,2,2,0.923259663
24,24,4,4,4,4,4,0.984644802
24,24,4,6,6,6,6,0.98397898
24,24,4,8,8,8,8,0.984974161
24,24,4,10,10,10,10,0.984901008
24,24,8,2,2,2,2,0.924497654
24,24,8,4,4,4,4,0.984595583
24,24,8,6,6,6,6,0.984798477
24,24,8,8,8,8,8,0.985080468
24,24,8,10,10,10,10,0.984994609
24,24,12,2,2,2,2,0.924299673
24,24,12,4,4,4,4,0.984801991
24,24,12,6,6,6,6,0.984844521
24,24,12,8,8,8,8,0.985251426
24,24,12,10,10,10,10,0.98526741
24,24,16,2,2,2,2,0.92437224
24,24,16,4,4,4,4,0.985024007
24,24,16,6,6,6,6,0.984974542
24,24,16,8,8,8,8,0.985438694
24,24,16,10,10,10,10,0.985400381
24,24,20,2,2,2,2,0.925253041
24,24,20,4,4,4,4,0.985118089
24,24,20,6,6,6,6,0.985095592
24,24,20,8,8,8,8,0.985557506
24,24,20,10,10,10,10,0.985541753
24,24,24,2,2,2,2,0.926758135
24,24,24,4,4,4,4,0.985230613
24,24,24,6,6,6,6,0.985144238
24,24,24,8,8,8,8,0.985557506
24,24,24,10,10,10,10,0.985541753
