0,Q,default/77532.java_main,167,247
51,R,/Users/Chaiyong/Downloads/dataset/default/34597.java_readAndRewrite,27,46,F

0,Q,default/20880.java_doVersionCheck,8,29
1,R,/Users/Chaiyong/Downloads/dataset/default/96757.java_doVersionCheck,8,29,T1
2,R,/Users/Chaiyong/Downloads/dataset/default/94284.java_doVersionCheck,8,29,F
3,R,/Users/Chaiyong/Downloads/dataset/default/83007.java_doVersionCheck,8,29,F
4,R,/Users/Chaiyong/Downloads/dataset/default/8235.java_doVersionCheck,8,29,F
5,R,/Users/Chaiyong/Downloads/dataset/default/78325.java_doVersionCheck,8,29,F
6,R,/Users/Chaiyong/Downloads/dataset/default/74894.java_doVersionCheck,8,29,F
7,R,/Users/Chaiyong/Downloads/dataset/default/74756.java_doVersionCheck,8,29,F
8,R,/Users/Chaiyong/Downloads/dataset/default/74406.java_doVersionCheck,8,29,F
9,R,/Users/Chaiyong/Downloads/dataset/default/7423.java_doVersionCheck,8,29,F
10,R,/Users/Chaiyong/Downloads/dataset/default/64693.java_doVersionCheck,8,29,F
11,R,/Users/Chaiyong/Downloads/dataset/default/64154.java_doVersionCheck,8,29,T1
12,R,/Users/Chaiyong/Downloads/dataset/default/61724.java_doVersionCheck,8,29,F
13,R,/Users/Chaiyong/Downloads/dataset/default/59031.java_doVersionCheck,8,29,T1
14,R,/Users/Chaiyong/Downloads/dataset/default/53429.java_doVersionCheck,8,29,F
15,R,/Users/Chaiyong/Downloads/dataset/default/51877.java_doVersionCheck,8,29,F
16,R,/Users/Chaiyong/Downloads/dataset/default/46978.java_doVersionCheck,8,29,F
17,R,/Users/Chaiyong/Downloads/dataset/default/46396.java_doVersionCheck,8,29,F
18,R,/Users/Chaiyong/Downloads/dataset/default/44541.java_doVersionCheck,8,29,T1
19,R,/Users/Chaiyong/Downloads/dataset/default/43553.java_doVersionCheck,8,29,F
20,R,/Users/Chaiyong/Downloads/dataset/default/42050.java_doVersionCheck,8,29,F
21,R,/Users/Chaiyong/Downloads/dataset/default/41017.java_doVersionCheck,8,29,F
22,R,/Users/Chaiyong/Downloads/dataset/default/40132.java_doVersionCheck,8,29,F
23,R,/Users/Chaiyong/Downloads/dataset/default/3766.java_doVersionCheck,8,29,F
24,R,/Users/Chaiyong/Downloads/dataset/default/35279.java_doVersionCheck,8,29,F
25,R,/Users/Chaiyong/Downloads/dataset/default/30803.java_doVersionCheck,8,29,T1
26,R,/Users/Chaiyong/Downloads/dataset/default/30551.java_doVersionCheck,8,29,F
27,R,/Users/Chaiyong/Downloads/dataset/default/30030.java_doVersionCheck,8,29,F
28,R,/Users/Chaiyong/Downloads/dataset/default/29785.java_doVersionCheck,8,29,F
29,R,/Users/Chaiyong/Downloads/dataset/default/26857.java_doVersionCheck,8,29,F
30,R,/Users/Chaiyong/Downloads/dataset/default/26732.java_doVersionCheck,8,29,F
31,R,/Users/Chaiyong/Downloads/dataset/default/26006.java_doVersionCheck,8,29,F
32,R,/Users/Chaiyong/Downloads/dataset/default/24816.java_doVersionCheck,8,29,T1
33,R,/Users/Chaiyong/Downloads/dataset/default/20880.java_doVersionCheck,8,29,F
34,R,/Users/Chaiyong/Downloads/dataset/default/19879.java_doVersionCheck,8,29,F
35,R,/Users/Chaiyong/Downloads/dataset/default/17395.java_doVersionCheck,8,29,F
36,R,/Users/Chaiyong/Downloads/dataset/default/16944.java_doVersionCheck,8,29,F
37,R,/Users/Chaiyong/Downloads/dataset/default/131818.java_doVersionCheck,8,29,F
38,R,/Users/Chaiyong/Downloads/dataset/default/128851.java_doVersionCheck,8,29,F
39,R,/Users/Chaiyong/Downloads/dataset/default/12451.java_doVersionCheck,8,29,F
40,R,/Users/Chaiyong/Downloads/dataset/default/120792.java_doVersionCheck,8,29,F
41,R,/Users/Chaiyong/Downloads/dataset/default/118261.java_doVersionCheck,8,29,T1
42,R,/Users/Chaiyong/Downloads/dataset/default/116161.java_doVersionCheck,8,29,F
43,R,/Users/Chaiyong/Downloads/dataset/default/113885.java_doVersionCheck,8,29,F
44,R,/Users/Chaiyong/Downloads/dataset/default/111911.java_doVersionCheck,8,29,F
45,R,/Users/Chaiyong/Downloads/dataset/default/107234.java_doVersionCheck,8,29,F
46,R,/Users/Chaiyong/Downloads/dataset/default/105464.java_doVersionCheck,8,29,F
47,R,/Users/Chaiyong/Downloads/dataset/default/105160.java_doVersionCheck,8,29,F
48,R,/Users/Chaiyong/Downloads/dataset/default/104739.java_doVersionCheck,8,29,T1
49,R,/Users/Chaiyong/Downloads/dataset/default/10360.java_doVersionCheck,8,29,F
50,R,/Users/Chaiyong/Downloads/dataset/default/93582.java_doVersionCheck,14,37,F
51,R,/Users/Chaiyong/Downloads/dataset/default/88062.java_doVersionCheck,14,37,F

0,Q,default/112821.java_doVersionCheck,14,37
1,R,/Users/Chaiyong/Downloads/dataset/default/93582.java_doVersionCheck,14,37,F
2,R,/Users/Chaiyong/Downloads/dataset/default/88062.java_doVersionCheck,14,37,F
3,R,/Users/Chaiyong/Downloads/dataset/default/83302.java_doVersionCheck,14,37,F
4,R,/Users/Chaiyong/Downloads/dataset/default/79589.java_doVersionCheck,14,37,F
5,R,/Users/Chaiyong/Downloads/dataset/default/73348.java_doVersionCheck,8,31,F
6,R,/Users/Chaiyong/Downloads/dataset/default/69777.java_doVersionCheck,13,36,F
7,R,/Users/Chaiyong/Downloads/dataset/default/6220.java_doVersionCheck,14,37,T1
8,R,/Users/Chaiyong/Downloads/dataset/default/60704.java_doVersionCheck,13,36,F
9,R,/Users/Chaiyong/Downloads/dataset/default/58574.java_doVersionCheck,14,37,F
10,R,/Users/Chaiyong/Downloads/dataset/default/55356.java_doVersionCheck,14,37,F
11,R,/Users/Chaiyong/Downloads/dataset/default/51768.java_doVersionCheck,14,37,T1
12,R,/Users/Chaiyong/Downloads/dataset/default/50984.java_doVersionCheck,14,37,F
13,R,/Users/Chaiyong/Downloads/dataset/default/47515.java_doVersionCheck,14,37,F
14,R,/Users/Chaiyong/Downloads/dataset/default/4434.java_doVersionCheck,13,36,F
15,R,/Users/Chaiyong/Downloads/dataset/default/41029.java_doVersionCheck,13,36,F
16,R,/Users/Chaiyong/Downloads/dataset/default/28245.java_doVersionCheck,14,37,F
17,R,/Users/Chaiyong/Downloads/dataset/default/20415.java_doVersionCheck,14,37,F
18,R,/Users/Chaiyong/Downloads/dataset/default/124021.java_doVersionCheck,8,31,T1
19,R,/Users/Chaiyong/Downloads/dataset/default/123506.java_doVersionCheck,14,37,F
20,R,/Users/Chaiyong/Downloads/dataset/default/121803.java_doVersionCheck,8,31,F
21,R,/Users/Chaiyong/Downloads/dataset/default/120413.java_doVersionCheck,14,37,F
22,R,/Users/Chaiyong/Downloads/dataset/default/112821.java_doVersionCheck,14,37,F
23,R,/Users/Chaiyong/Downloads/dataset/default/107570.java_doVersionCheck,14,37,F
24,R,/Users/Chaiyong/Downloads/dataset/default/10625.java_doVersionCheck,14,37,F
25,R,/Users/Chaiyong/Downloads/dataset/default/10296.java_doVersionCheck,14,37,F
26,R,/Users/Chaiyong/Downloads/dataset/default/100952.java_doVersionCheck,14,37,F
27,R,/Users/Chaiyong/Downloads/dataset/default/96757.java_doVersionCheck,8,29,T3
28,R,/Users/Chaiyong/Downloads/dataset/default/94284.java_doVersionCheck,8,29,F
29,R,/Users/Chaiyong/Downloads/dataset/default/83007.java_doVersionCheck,8,29,F
30,R,/Users/Chaiyong/Downloads/dataset/default/8235.java_doVersionCheck,8,29,F
31,R,/Users/Chaiyong/Downloads/dataset/default/78325.java_doVersionCheck,8,29,F
32,R,/Users/Chaiyong/Downloads/dataset/default/74894.java_doVersionCheck,8,29,F
33,R,/Users/Chaiyong/Downloads/dataset/default/74756.java_doVersionCheck,8,29,F
34,R,/Users/Chaiyong/Downloads/dataset/default/74406.java_doVersionCheck,8,29,F
35,R,/Users/Chaiyong/Downloads/dataset/default/7423.java_doVersionCheck,8,29,F
36,R,/Users/Chaiyong/Downloads/dataset/default/64693.java_doVersionCheck,8,29,F
37,R,/Users/Chaiyong/Downloads/dataset/default/64154.java_doVersionCheck,8,29,T3
38,R,/Users/Chaiyong/Downloads/dataset/default/61724.java_doVersionCheck,8,29,F
39,R,/Users/Chaiyong/Downloads/dataset/default/59031.java_doVersionCheck,8,29,T3
40,R,/Users/Chaiyong/Downloads/dataset/default/53429.java_doVersionCheck,8,29,F
41,R,/Users/Chaiyong/Downloads/dataset/default/51877.java_doVersionCheck,8,29,F
42,R,/Users/Chaiyong/Downloads/dataset/default/46978.java_doVersionCheck,8,29,F
43,R,/Users/Chaiyong/Downloads/dataset/default/46396.java_doVersionCheck,8,29,F
44,R,/Users/Chaiyong/Downloads/dataset/default/44541.java_doVersionCheck,8,29,T3
45,R,/Users/Chaiyong/Downloads/dataset/default/43553.java_doVersionCheck,8,29,F
46,R,/Users/Chaiyong/Downloads/dataset/default/42050.java_doVersionCheck,8,29,F
47,R,/Users/Chaiyong/Downloads/dataset/default/41017.java_doVersionCheck,8,29,F
48,R,/Users/Chaiyong/Downloads/dataset/default/40132.java_doVersionCheck,8,29,F
49,R,/Users/Chaiyong/Downloads/dataset/default/3766.java_doVersionCheck,8,29,F
50,R,/Users/Chaiyong/Downloads/dataset/default/35279.java_doVersionCheck,8,29,F
51,R,/Users/Chaiyong/Downloads/dataset/default/30803.java_doVersionCheck,8,29,T3

0,Q,default/51768.java_doVersionCheck,14,37
1,R,/Users/Chaiyong/Downloads/dataset/default/93582.java_doVersionCheck,14,37,F
2,R,/Users/Chaiyong/Downloads/dataset/default/88062.java_doVersionCheck,14,37,F
3,R,/Users/Chaiyong/Downloads/dataset/default/83302.java_doVersionCheck,14,37,F
4,R,/Users/Chaiyong/Downloads/dataset/default/79589.java_doVersionCheck,14,37,F
5,R,/Users/Chaiyong/Downloads/dataset/default/73348.java_doVersionCheck,8,31,F
6,R,/Users/Chaiyong/Downloads/dataset/default/69777.java_doVersionCheck,13,36,F
7,R,/Users/Chaiyong/Downloads/dataset/default/6220.java_doVersionCheck,14,37,T1
8,R,/Users/Chaiyong/Downloads/dataset/default/60704.java_doVersionCheck,13,36,F
9,R,/Users/Chaiyong/Downloads/dataset/default/58574.java_doVersionCheck,14,37,F
10,R,/Users/Chaiyong/Downloads/dataset/default/55356.java_doVersionCheck,14,37,F
11,R,/Users/Chaiyong/Downloads/dataset/default/51768.java_doVersionCheck,14,37,F
12,R,/Users/Chaiyong/Downloads/dataset/default/50984.java_doVersionCheck,14,37,F
13,R,/Users/Chaiyong/Downloads/dataset/default/47515.java_doVersionCheck,14,37,F
14,R,/Users/Chaiyong/Downloads/dataset/default/4434.java_doVersionCheck,13,36,F
15,R,/Users/Chaiyong/Downloads/dataset/default/41029.java_doVersionCheck,13,36,F
16,R,/Users/Chaiyong/Downloads/dataset/default/28245.java_doVersionCheck,14,37,F
17,R,/Users/Chaiyong/Downloads/dataset/default/20415.java_doVersionCheck,14,37,F
18,R,/Users/Chaiyong/Downloads/dataset/default/124021.java_doVersionCheck,8,31,T1
19,R,/Users/Chaiyong/Downloads/dataset/default/123506.java_doVersionCheck,14,37,F
20,R,/Users/Chaiyong/Downloads/dataset/default/121803.java_doVersionCheck,8,31,F
21,R,/Users/Chaiyong/Downloads/dataset/default/120413.java_doVersionCheck,14,37,F
22,R,/Users/Chaiyong/Downloads/dataset/default/112821.java_doVersionCheck,14,37,F
23,R,/Users/Chaiyong/Downloads/dataset/default/107570.java_doVersionCheck,14,37,F
24,R,/Users/Chaiyong/Downloads/dataset/default/10625.java_doVersionCheck,14,37,F
25,R,/Users/Chaiyong/Downloads/dataset/default/10296.java_doVersionCheck,14,37,F
26,R,/Users/Chaiyong/Downloads/dataset/default/100952.java_doVersionCheck,14,37,F
27,R,/Users/Chaiyong/Downloads/dataset/default/96757.java_doVersionCheck,8,29,T3
28,R,/Users/Chaiyong/Downloads/dataset/default/94284.java_doVersionCheck,8,29,F
29,R,/Users/Chaiyong/Downloads/dataset/default/83007.java_doVersionCheck,8,29,F
30,R,/Users/Chaiyong/Downloads/dataset/default/8235.java_doVersionCheck,8,29,F
31,R,/Users/Chaiyong/Downloads/dataset/default/78325.java_doVersionCheck,8,29,F
32,R,/Users/Chaiyong/Downloads/dataset/default/74894.java_doVersionCheck,8,29,F
33,R,/Users/Chaiyong/Downloads/dataset/default/74756.java_doVersionCheck,8,29,F
34,R,/Users/Chaiyong/Downloads/dataset/default/74406.java_doVersionCheck,8,29,F
35,R,/Users/Chaiyong/Downloads/dataset/default/7423.java_doVersionCheck,8,29,F
36,R,/Users/Chaiyong/Downloads/dataset/default/64693.java_doVersionCheck,8,29,F
37,R,/Users/Chaiyong/Downloads/dataset/default/64154.java_doVersionCheck,8,29,T3
38,R,/Users/Chaiyong/Downloads/dataset/default/61724.java_doVersionCheck,8,29,F
39,R,/Users/Chaiyong/Downloads/dataset/default/59031.java_doVersionCheck,8,29,T3
40,R,/Users/Chaiyong/Downloads/dataset/default/53429.java_doVersionCheck,8,29,F
41,R,/Users/Chaiyong/Downloads/dataset/default/51877.java_doVersionCheck,8,29,F
42,R,/Users/Chaiyong/Downloads/dataset/default/46978.java_doVersionCheck,8,29,F
43,R,/Users/Chaiyong/Downloads/dataset/default/46396.java_doVersionCheck,8,29,F
44,R,/Users/Chaiyong/Downloads/dataset/default/44541.java_doVersionCheck,8,29,T3
45,R,/Users/Chaiyong/Downloads/dataset/default/43553.java_doVersionCheck,8,29,F
46,R,/Users/Chaiyong/Downloads/dataset/default/42050.java_doVersionCheck,8,29,F
47,R,/Users/Chaiyong/Downloads/dataset/default/41017.java_doVersionCheck,8,29,F
48,R,/Users/Chaiyong/Downloads/dataset/default/40132.java_doVersionCheck,8,29,F
49,R,/Users/Chaiyong/Downloads/dataset/default/3766.java_doVersionCheck,8,29,F
50,R,/Users/Chaiyong/Downloads/dataset/default/35279.java_doVersionCheck,8,29,F
51,R,/Users/Chaiyong/Downloads/dataset/default/30803.java_doVersionCheck,8,29,T3

0,Q,default/85558.java_convert,90,172
1,R,/Users/Chaiyong/Downloads/dataset/default/99223.java_convert,90,172,F
2,R,/Users/Chaiyong/Downloads/dataset/default/98707.java_convert,90,172,T1
3,R,/Users/Chaiyong/Downloads/dataset/default/97464.java_convert,90,172,T1
4,R,/Users/Chaiyong/Downloads/dataset/default/94629.java_convert,90,172,F
5,R,/Users/Chaiyong/Downloads/dataset/default/93763.java_convert,90,172,F
6,R,/Users/Chaiyong/Downloads/dataset/default/90637.java_convert,90,172,F
7,R,/Users/Chaiyong/Downloads/dataset/default/89548.java_convert,90,172,F
8,R,/Users/Chaiyong/Downloads/dataset/default/88651.java_convert,90,172,F
9,R,/Users/Chaiyong/Downloads/dataset/default/88560.java_convert,90,172,F
10,R,/Users/Chaiyong/Downloads/dataset/default/87946.java_convert,90,172,F
11,R,/Users/Chaiyong/Downloads/dataset/default/85558.java_convert,90,172,F
12,R,/Users/Chaiyong/Downloads/dataset/default/85487.java_convert,90,172,F
13,R,/Users/Chaiyong/Downloads/dataset/default/85318.java_convert,90,172,F
14,R,/Users/Chaiyong/Downloads/dataset/default/84530.java_convert,90,172,F
15,R,/Users/Chaiyong/Downloads/dataset/default/83993.java_convert,90,172,F
16,R,/Users/Chaiyong/Downloads/dataset/default/83354.java_convert,90,172,F
17,R,/Users/Chaiyong/Downloads/dataset/default/81961.java_convert,90,172,F
18,R,/Users/Chaiyong/Downloads/dataset/default/7503.java_convert,90,172,F
19,R,/Users/Chaiyong/Downloads/dataset/default/74316.java_convert,90,172,F
20,R,/Users/Chaiyong/Downloads/dataset/default/7384.java_convert,90,172,T1
21,R,/Users/Chaiyong/Downloads/dataset/default/70334.java_convert,90,172,F
22,R,/Users/Chaiyong/Downloads/dataset/default/68948.java_convert,90,172,F
23,R,/Users/Chaiyong/Downloads/dataset/default/68838.java_convert,90,172,F
24,R,/Users/Chaiyong/Downloads/dataset/default/6756.java_convert,90,172,F
25,R,/Users/Chaiyong/Downloads/dataset/default/6711.java_convert,90,172,T1
26,R,/Users/Chaiyong/Downloads/dataset/default/67079.java_convert,90,172,F
27,R,/Users/Chaiyong/Downloads/dataset/default/6658.java_convert,90,172,T1
28,R,/Users/Chaiyong/Downloads/dataset/default/65988.java_convert,90,172,F
29,R,/Users/Chaiyong/Downloads/dataset/default/64536.java_convert,90,172,F
30,R,/Users/Chaiyong/Downloads/dataset/default/62894.java_convert,90,172,F
31,R,/Users/Chaiyong/Downloads/dataset/default/61962.java_convert,90,172,F
32,R,/Users/Chaiyong/Downloads/dataset/default/58954.java_convert,90,172,F
33,R,/Users/Chaiyong/Downloads/dataset/default/56686.java_convert,90,172,F
34,R,/Users/Chaiyong/Downloads/dataset/default/56295.java_convert,90,172,F
35,R,/Users/Chaiyong/Downloads/dataset/default/55786.java_convert,90,172,T1
36,R,/Users/Chaiyong/Downloads/dataset/default/54008.java_convert,90,172,F
37,R,/Users/Chaiyong/Downloads/dataset/default/53938.java_convert,90,172,F
38,R,/Users/Chaiyong/Downloads/dataset/default/52379.java_convert,90,172,T1
39,R,/Users/Chaiyong/Downloads/dataset/default/52305.java_convert,90,172,F
40,R,/Users/Chaiyong/Downloads/dataset/default/50141.java_convert,90,172,F
41,R,/Users/Chaiyong/Downloads/dataset/default/49257.java_convert,90,172,F
42,R,/Users/Chaiyong/Downloads/dataset/default/47668.java_convert,90,172,F
43,R,/Users/Chaiyong/Downloads/dataset/default/46992.java_convert,90,172,F
44,R,/Users/Chaiyong/Downloads/dataset/default/46926.java_convert,90,172,T1
45,R,/Users/Chaiyong/Downloads/dataset/default/45035.java_convert,91,173,F
46,R,/Users/Chaiyong/Downloads/dataset/default/43963.java_convert,90,172,F
47,R,/Users/Chaiyong/Downloads/dataset/default/41605.java_convert,90,172,F
48,R,/Users/Chaiyong/Downloads/dataset/default/38807.java_convert,91,173,F
49,R,/Users/Chaiyong/Downloads/dataset/default/37180.java_convert,90,172,T1
50,R,/Users/Chaiyong/Downloads/dataset/default/36368.java_convert,90,172,F
51,R,/Users/Chaiyong/Downloads/dataset/default/33993.java_convert,90,172,F

0,Q,default/82481.java_readAndRewrite,27,46
1,R,/Users/Chaiyong/Downloads/dataset/default/99202.java_readAndRewrite,27,46,F
2,R,/Users/Chaiyong/Downloads/dataset/default/98925.java_readAndRewrite,27,46,F
3,R,/Users/Chaiyong/Downloads/dataset/default/9805.java_readAndRewrite,27,46,F
4,R,/Users/Chaiyong/Downloads/dataset/default/96545.java_readAndRewrite,27,46,F
5,R,/Users/Chaiyong/Downloads/dataset/default/95809.java_readAndRewrite,27,46,F
6,R,/Users/Chaiyong/Downloads/dataset/default/95679.java_readAndRewrite,27,46,F
7,R,/Users/Chaiyong/Downloads/dataset/default/95390.java_readAndRewrite,27,46,T1
8,R,/Users/Chaiyong/Downloads/dataset/default/91191.java_readAndRewrite,27,46,F
9,R,/Users/Chaiyong/Downloads/dataset/default/89905.java_readAndRewrite,27,46,T1
10,R,/Users/Chaiyong/Downloads/dataset/default/88616.java_readAndRewrite,27,46,F
11,R,/Users/Chaiyong/Downloads/dataset/default/85308.java_readAndRewrite,27,46,F
12,R,/Users/Chaiyong/Downloads/dataset/default/84365.java_readAndRewrite,27,46,F
13,R,/Users/Chaiyong/Downloads/dataset/default/82481.java_readAndRewrite,27,46,F
14,R,/Users/Chaiyong/Downloads/dataset/default/82382.java_readAndRewrite,27,46,F
15,R,/Users/Chaiyong/Downloads/dataset/default/80289.java_readAndRewrite,27,46,F
16,R,/Users/Chaiyong/Downloads/dataset/default/80183.java_readAndRewrite,27,46,F
17,R,/Users/Chaiyong/Downloads/dataset/default/78262.java_readAndRewrite,27,46,T1
18,R,/Users/Chaiyong/Downloads/dataset/default/76107.java_readAndRewrite,27,46,F
19,R,/Users/Chaiyong/Downloads/dataset/default/76005.java_readAndRewrite,27,46,F
20,R,/Users/Chaiyong/Downloads/dataset/default/75286.java_readAndRewrite,27,46,F
21,R,/Users/Chaiyong/Downloads/dataset/default/75240.java_readAndRewrite,27,46,F
22,R,/Users/Chaiyong/Downloads/dataset/default/74387.java_readAndRewrite,27,46,F
23,R,/Users/Chaiyong/Downloads/dataset/default/73183.java_readAndRewrite,27,46,F
24,R,/Users/Chaiyong/Downloads/dataset/default/6930.java_readAndRewrite,27,46,F
25,R,/Users/Chaiyong/Downloads/dataset/default/67750.java_readAndRewrite,27,46,F
26,R,/Users/Chaiyong/Downloads/dataset/default/6564.java_readAndRewrite,27,46,F
27,R,/Users/Chaiyong/Downloads/dataset/default/65489.java_readAndRewrite,27,46,F
28,R,/Users/Chaiyong/Downloads/dataset/default/65102.java_readAndRewrite,27,46,F
29,R,/Users/Chaiyong/Downloads/dataset/default/63225.java_readAndRewrite,27,46,F
30,R,/Users/Chaiyong/Downloads/dataset/default/6039.java_readAndRewrite,27,46,F
31,R,/Users/Chaiyong/Downloads/dataset/default/6000.java_readAndRewrite,27,46,F
32,R,/Users/Chaiyong/Downloads/dataset/default/57225.java_readAndRewrite,27,46,F
33,R,/Users/Chaiyong/Downloads/dataset/default/56949.java_readAndRewrite,27,46,F
34,R,/Users/Chaiyong/Downloads/dataset/default/56674.java_readAndRewrite,27,46,F
35,R,/Users/Chaiyong/Downloads/dataset/default/53920.java_readAndRewrite,27,46,F
36,R,/Users/Chaiyong/Downloads/dataset/default/53058.java_readAndRewrite,27,46,F
37,R,/Users/Chaiyong/Downloads/dataset/default/50844.java_readAndRewrite,27,46,F
38,R,/Users/Chaiyong/Downloads/dataset/default/48067.java_readAndRewrite,27,46,F
39,R,/Users/Chaiyong/Downloads/dataset/default/47322.java_readAndRewrite,27,46,F
40,R,/Users/Chaiyong/Downloads/dataset/default/4689.java_readAndRewrite,27,46,F
41,R,/Users/Chaiyong/Downloads/dataset/default/46089.java_readAndRewrite,27,46,F
42,R,/Users/Chaiyong/Downloads/dataset/default/45930.java_readAndRewrite,27,46,F
43,R,/Users/Chaiyong/Downloads/dataset/default/44695.java_readAndRewrite,27,46,F
44,R,/Users/Chaiyong/Downloads/dataset/default/44639.java_readAndRewrite,27,46,T1
45,R,/Users/Chaiyong/Downloads/dataset/default/43033.java_readAndRewrite,27,46,F
46,R,/Users/Chaiyong/Downloads/dataset/default/41145.java_readAndRewrite,27,46,F
47,R,/Users/Chaiyong/Downloads/dataset/default/41035.java_readAndRewrite,27,46,F
48,R,/Users/Chaiyong/Downloads/dataset/default/37992.java_readAndRewrite,27,46,F
49,R,/Users/Chaiyong/Downloads/dataset/default/3658.java_readAndRewrite,27,46,F
50,R,/Users/Chaiyong/Downloads/dataset/default/36134.java_readAndRewrite,27,46,F
51,R,/Users/Chaiyong/Downloads/dataset/default/34597.java_readAndRewrite,27,46,F

0,Q,default/59031.java_doVersionCheck,8,29
1,R,/Users/Chaiyong/Downloads/dataset/default/96757.java_doVersionCheck,8,29,T1
2,R,/Users/Chaiyong/Downloads/dataset/default/94284.java_doVersionCheck,8,29,F
3,R,/Users/Chaiyong/Downloads/dataset/default/83007.java_doVersionCheck,8,29,F
4,R,/Users/Chaiyong/Downloads/dataset/default/8235.java_doVersionCheck,8,29,F
5,R,/Users/Chaiyong/Downloads/dataset/default/78325.java_doVersionCheck,8,29,F
6,R,/Users/Chaiyong/Downloads/dataset/default/74894.java_doVersionCheck,8,29,F
7,R,/Users/Chaiyong/Downloads/dataset/default/74756.java_doVersionCheck,8,29,F
8,R,/Users/Chaiyong/Downloads/dataset/default/74406.java_doVersionCheck,8,29,F
9,R,/Users/Chaiyong/Downloads/dataset/default/7423.java_doVersionCheck,8,29,F
10,R,/Users/Chaiyong/Downloads/dataset/default/64693.java_doVersionCheck,8,29,F
11,R,/Users/Chaiyong/Downloads/dataset/default/64154.java_doVersionCheck,8,29,T1
12,R,/Users/Chaiyong/Downloads/dataset/default/61724.java_doVersionCheck,8,29,F
13,R,/Users/Chaiyong/Downloads/dataset/default/59031.java_doVersionCheck,8,29,F
14,R,/Users/Chaiyong/Downloads/dataset/default/53429.java_doVersionCheck,8,29,F
15,R,/Users/Chaiyong/Downloads/dataset/default/51877.java_doVersionCheck,8,29,F
16,R,/Users/Chaiyong/Downloads/dataset/default/46978.java_doVersionCheck,8,29,F
17,R,/Users/Chaiyong/Downloads/dataset/default/46396.java_doVersionCheck,8,29,F
18,R,/Users/Chaiyong/Downloads/dataset/default/44541.java_doVersionCheck,8,29,T1
19,R,/Users/Chaiyong/Downloads/dataset/default/43553.java_doVersionCheck,8,29,F
20,R,/Users/Chaiyong/Downloads/dataset/default/42050.java_doVersionCheck,8,29,F
21,R,/Users/Chaiyong/Downloads/dataset/default/41017.java_doVersionCheck,8,29,F
22,R,/Users/Chaiyong/Downloads/dataset/default/40132.java_doVersionCheck,8,29,F
23,R,/Users/Chaiyong/Downloads/dataset/default/3766.java_doVersionCheck,8,29,F
24,R,/Users/Chaiyong/Downloads/dataset/default/35279.java_doVersionCheck,8,29,F
25,R,/Users/Chaiyong/Downloads/dataset/default/30803.java_doVersionCheck,8,29,T1
26,R,/Users/Chaiyong/Downloads/dataset/default/30551.java_doVersionCheck,8,29,F
27,R,/Users/Chaiyong/Downloads/dataset/default/30030.java_doVersionCheck,8,29,F
28,R,/Users/Chaiyong/Downloads/dataset/default/29785.java_doVersionCheck,8,29,F
29,R,/Users/Chaiyong/Downloads/dataset/default/26857.java_doVersionCheck,8,29,F
30,R,/Users/Chaiyong/Downloads/dataset/default/26732.java_doVersionCheck,8,29,F
31,R,/Users/Chaiyong/Downloads/dataset/default/26006.java_doVersionCheck,8,29,F
32,R,/Users/Chaiyong/Downloads/dataset/default/24816.java_doVersionCheck,8,29,T1
33,R,/Users/Chaiyong/Downloads/dataset/default/20880.java_doVersionCheck,8,29,F
34,R,/Users/Chaiyong/Downloads/dataset/default/19879.java_doVersionCheck,8,29,F
35,R,/Users/Chaiyong/Downloads/dataset/default/17395.java_doVersionCheck,8,29,F
36,R,/Users/Chaiyong/Downloads/dataset/default/16944.java_doVersionCheck,8,29,F
37,R,/Users/Chaiyong/Downloads/dataset/default/131818.java_doVersionCheck,8,29,F
38,R,/Users/Chaiyong/Downloads/dataset/default/128851.java_doVersionCheck,8,29,F
39,R,/Users/Chaiyong/Downloads/dataset/default/12451.java_doVersionCheck,8,29,F
40,R,/Users/Chaiyong/Downloads/dataset/default/120792.java_doVersionCheck,8,29,F
41,R,/Users/Chaiyong/Downloads/dataset/default/118261.java_doVersionCheck,8,29,T1
42,R,/Users/Chaiyong/Downloads/dataset/default/116161.java_doVersionCheck,8,29,F
43,R,/Users/Chaiyong/Downloads/dataset/default/113885.java_doVersionCheck,8,29,F
44,R,/Users/Chaiyong/Downloads/dataset/default/111911.java_doVersionCheck,8,29,F
45,R,/Users/Chaiyong/Downloads/dataset/default/107234.java_doVersionCheck,8,29,F
46,R,/Users/Chaiyong/Downloads/dataset/default/105464.java_doVersionCheck,8,29,F
47,R,/Users/Chaiyong/Downloads/dataset/default/105160.java_doVersionCheck,8,29,F
48,R,/Users/Chaiyong/Downloads/dataset/default/104739.java_doVersionCheck,8,29,T1
49,R,/Users/Chaiyong/Downloads/dataset/default/10360.java_doVersionCheck,8,29,F
50,R,/Users/Chaiyong/Downloads/dataset/default/93582.java_doVersionCheck,14,37,F
51,R,/Users/Chaiyong/Downloads/dataset/default/88062.java_doVersionCheck,14,37,F

0,Q,default/31361.java_readAndRewrite,27,46
1,R,/Users/Chaiyong/Downloads/dataset/default/99202.java_readAndRewrite,27,46,F
2,R,/Users/Chaiyong/Downloads/dataset/default/98925.java_readAndRewrite,27,46,F
3,R,/Users/Chaiyong/Downloads/dataset/default/9805.java_readAndRewrite,27,46,F
4,R,/Users/Chaiyong/Downloads/dataset/default/96545.java_readAndRewrite,27,46,F
